1,57082,1
2,53954,1
3,49844,1
4,28095,0
5,25906,0
6,53985,0
7,16641,58583
8,68,78974
9,9,78596
10,25774,19388
11,23058,16
12,21389,5
13,51875,10
14,55577,3
15,54246,0
